,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
25,278,238,424,550,274,629,680,13,603,1891,11,2493,73,857,197,769,77,85,500,1892,807,510,275,155,63,122,194,14,28,38,497,1422,120,101,5503,280,78,600,489,279
26,278,11,1891,85,238,2493,603,424,680,550,629,274,13,1892,289,769,28,857,105,77,155,500,78,122,510,14,120,194,947,275,279,73,531,280,532,121,567,1422,826,129
27,278,238,550,680,603,1891,424,629,11,769,77,2493,274,155,85,13,500,122,857,73,1422,194,1892,289,510,27205,28,14,16869,600,38,429,129,497,279,107,947,120,101,567
28,278,238,550,680,424,1891,629,603,85,274,11,13,77,510,769,1422,500,155,14,857,2493,28,289,27205,429,122,1892,567,73,275,2118,78,38,101,807,120,194,121,279,600
29,278,603,550,238,11,1891,85,680,155,122,629,1892,274,13,2493,424,857,27205,120,1422,769,77,289,73,121,105,497,510,500,197,28,107,38,16869,807,600,129,10681,14,280
30,278,238,85,1891,11,603,2493,274,289,550,680,629,1892,13,424,769,155,857,77,105,28,500,280,122,120,78,275,14,679,348,197,578,808,562,947,194,600,567,89,1422
31,278,680,238,11,550,2493,424,629,1891,289,603,274,275,28,769,155,510,500,85,13,77,14,857,1892,78,73,122,1422,197,194,38,279,807,600,63,120,497,280,947,103
32,278,238,424,550,603,629,274,11,1891,2493,680,13,289,857,85,77,769,155,1892,500,122,194,28,73,197,38,1422,14,27205,275,510,78,497,279,947,120,637,567,600,63
33,278,550,680,603,238,629,13,77,1891,424,194,73,274,155,1422,122,11,14,38,2493,857,1892,120,769,85,129,101,500,107,27205,510,694,600,153,63,24,16869,497,807,598
34,278,424,629,238,274,11,13,197,550,680,603,1891,568,155,2493,85,77,5503,1892,581,14,857,63,862,769,73,289,280,275,500,122,510,28,329,807,489,10020,194,105,8587
35,278,238,680,424,550,289,629,274,2493,11,13,567,510,1891,275,77,857,603,500,14,28,85,2118,769,37247,197,78,155,122,38,279,600,73,213,1892,101,807,1422,497,27205
36,278,424,238,13,629,550,603,274,197,680,11,1891,2493,857,77,73,769,1892,510,500,85,155,5503,122,63,489,289,568,275,194,28,38,1422,497,14,279,280,120,101,600
37,278,424,238,11,1891,274,197,13,603,629,550,2493,857,85,1892,5503,680,769,73,77,194,155,122,120,280,500,63,275,1422,600,289,38,78,14,808,862,121,807,279,679
38,278,238,680,550,11,2493,1891,274,629,424,85,603,769,289,500,77,28,1892,14,155,857,947,78,510,275,13,73,122,194,1422,120,279,567,197,38,600,578,497,679,37247
39,278,238,424,274,680,550,629,13,11,1891,603,197,77,2493,769,510,857,103,862,85,500,289,73,155,1892,275,14,28,122,38,807,194,101,63,280,1422,120,78,581,5503
40,278,238,680,550,424,629,1891,274,77,603,73,2493,1422,38,155,769,11,14,16869,194,13,122,85,510,500,289,101,1892,694,28,857,279,120,497,807,598,129,37247,275,567
41,278,238,550,424,11,603,2493,680,629,274,1891,769,289,85,77,13,500,73,857,155,28,122,194,1422,1892,600,14,510,947,38,197,27205,497,792,78,275,279,567,37247,16869
42,278,424,238,13,1891,11,274,629,2493,550,603,85,197,1892,73,857,769,77,680,155,5503,1422,194,862,510,38,122,289,280,8587,500,14,63,120,808,27205,497,489,105,28
43,11,278,603,1891,1892,2493,238,85,274,680,857,424,629,550,155,13,122,14,120,862,105,289,769,275,280,121,77,500,28,510,807,89,218,197,745,78,27205,562,73,348
44,278,238,550,1891,680,2493,424,11,603,85,274,629,769,77,73,13,155,857,122,289,1422,194,1892,500,14,107,38,120,28,600,567,279,497,27205,510,637,129,16869,947,101
45,278,238,424,274,629,550,11,603,1891,13,2493,197,857,85,155,77,680,769,1892,73,289,194,5503,500,510,862,120,1422,38,122,63,275,28,807,14,280,8587,78,27205,497
46,278,238,13,424,550,629,680,603,1891,73,274,155,77,2493,769,11,497,1422,857,38,85,500,27205,510,1892,807,122,489,197,194,14,289,101,63,275,600,105,453,280,28
47,603,680,278,550,1891,238,11,85,274,2493,13,77,857,629,424,1892,122,14,155,78,194,73,500,769,120,280,27205,782,105,63,101,600,38,1422,289,121,497,807,28,808
48,278,603,238,424,550,13,680,629,1891,857,274,85,11,77,122,2493,155,27205,1892,1422,769,73,197,38,500,497,600,120,807,289,679,101,510,194,28,63,14,637,105,107
49,278,238,680,550,1891,424,629,603,274,11,769,155,77,28,1422,85,2493,500,73,510,38,13,194,14,289,122,857,1892,275,567,78,129,429,120,101,694,16869,947,497,600
50,278,238,680,1891,11,550,603,274,85,2493,424,629,769,77,155,500,1892,857,13,28,122,14,78,510,289,280,1422,73,679,600,120,103,279,429,275,194,38,567,947,37247
51,278,550,603,238,155,13,680,1891,629,1892,424,11,1422,122,274,85,27205,77,73,769,857,2493,38,510,101,107,16869,489,14,105,8321,120,500,497,194,807,289,10681,129,121
52,804,14283,278,550,629,274,85,14,238,289,13,137,637,680,2118,37247,11,275,207,279,424,194,603,433,1891,426,862,2493,510,77,857,28,78,600,164,329,769,745,120,105
53,278,238,424,550,603,629,2493,1891,11,13,274,857,197,85,77,680,73,769,155,1892,500,510,194,1422,289,122,28,38,63,275,497,5503,600,279,78,14,27205,120,280,489
54,550,680,278,1422,238,603,107,13,100,1891,629,857,155,77,11,85,807,27205,769,73,122,1892,500,98,424,14,274,120,194,38,121,24,600,101,2493,28,105,275,16869,89
55,278,238,424,603,13,550,274,629,2493,1891,197,11,857,85,73,769,680,77,1892,155,122,5503,510,194,500,38,63,497,807,280,1422,289,600,14,120,27205,275,8587,28,105
56,278,238,11,1891,2493,550,85,424,680,603,289,274,629,947,769,77,28,857,500,13,155,78,1892,194,14,122,567,510,279,73,826,1422,429,600,120,27205,637,38,280,37247
57,278,424,238,550,603,629,11,274,13,1891,2493,680,197,85,857,77,769,73,500,1892,194,155,122,28,63,289,14,5503,275,510,1422,7984,38,78,600,27205,280,497,120,101
58,238,278,424,11,550,274,680,1891,2493,289,85,629,857,603,567,769,28,78,500,77,600,275,947,13,510,37247,1892,14,122,826,279,155,73,120,194,280,497,213,1422,197
59,278,424,238,550,680,155,629,274,603,13,77,27205,11,73,857,1891,38,769,122,510,2493,1892,807,500,1422,275,197,289,14,497,194,85,28,120,63,598,121,600,101,489
60,278,680,550,238,603,424,629,77,1891,500,274,122,769,155,11,2493,14,13,510,1422,73,28,38,101,85,857,194,120,807,63,429,1892,289,275,16869,78,600,107,27205,694
61,278,550,238,680,603,424,1891,629,155,274,769,1422,11,73,77,13,85,2493,1892,38,122,500,857,194,27205,497,16869,129,107,510,807,101,289,600,120,14,28,10681,121,105
62,278,550,238,680,603,1891,424,629,155,11,77,85,769,2493,274,1422,73,13,1892,28,122,289,500,857,194,38,14,510,27205,16869,129,101,429,120,497,107,567,279,947,600
63,278,238,550,424,680,1891,603,11,2493,274,629,769,77,85,155,73,500,289,13,857,122,1422,194,38,947,1892,28,14,510,600,279,120,27205,567,129,16869,101,429,497,107
64,278,550,680,238,603,155,13,424,629,73,27205,497,274,1422,857,122,77,769,1891,807,38,85,500,2493,11,1892,120,101,510,489,600,16869,194,121,14,157336,107,28,63,289
65,278,238,550,680,603,424,1891,629,2493,274,77,11,769,85,122,155,73,289,13,194,857,500,1422,28,1892,14,510,120,38,600,78,429,947,16869,37247,279,567,129,101,497
66,278,550,603,238,680,424,1891,629,13,2493,85,274,77,11,122,155,1422,857,769,73,1892,107,500,38,27205,497,194,14,510,28,16869,101,105,600,120,289,807,63,197,129
67,278,238,550,680,1891,424,603,155,11,629,769,77,85,2493,274,1422,1892,13,122,73,289,857,500,38,16869,14,27205,194,28,120,429,510,567,101,279,107,497,600,129,37247
68,278,238,680,603,550,1891,11,629,424,274,2493,85,857,77,13,1892,510,769,289,155,73,500,78,122,28,1422,38,14,497,120,194,600,275,947,694,279,197,280,27205,567
69,278,238,424,680,550,13,1891,603,11,2493,510,629,274,289,1892,85,769,77,38,857,155,73,28,279,500,275,1422,194,14,122,489,27205,567,105,637,63,600,78,207,120
70,278,11,603,1891,238,85,2493,274,550,680,1892,857,424,629,13,155,280,769,289,77,500,122,197,28,78,14,73,562,862,275,510,120,105,218,27205,600,89,38,121,348
71,278,238,550,424,603,629,1891,11,274,2493,680,85,289,13,77,769,857,73,1892,194,510,155,500,28,122,197,1422,38,275,78,497,120,947,27205,63,14,105,600,567,807
72,278,550,155,238,680,603,1891,1422,77,629,1892,13,16869,38,424,14,769,73,122,11,27205,274,857,85,2493,500,118340,510,101,120,107,141,807,129,10681,194,453,489,105,497
73,680,278,238,550,14,424,629,274,1891,194,77,1422,28,500,11,603,769,510,598,289,103,38,37247,279,73,101,275,122,155,2493,13,78,120,2118,567,807,857,426,600,16869
74,278,238,680,85,1891,550,11,274,603,122,2493,120,629,289,155,424,857,77,769,28,1892,78,13,121,73,500,194,600,510,567,14,280,1422,947,27205,105,107,129,429,89
75,278,238,550,680,603,629,1891,274,769,424,77,2493,1422,155,11,500,73,122,85,510,14,28,857,289,38,194,16869,13,27205,1892,807,497,275,120,600,279,101,78,567,694
76,278,603,680,550,155,238,1891,11,122,629,1892,85,274,120,13,73,2493,77,1422,121,857,424,769,27205,107,16869,105,129,510,600,38,194,497,289,14,500,807,101,98,10681
77,278,238,550,11,603,1891,85,2493,424,680,629,274,13,769,857,1892,77,155,500,28,73,289,197,510,122,194,1422,78,280,105,600,497,14,120,275,27205,38,63,279,107
78,278,11,603,238,1891,2493,85,550,680,274,629,1892,857,424,769,13,500,122,280,77,289,78,155,197,28,600,679,120,14,73,105,510,578,194,121,275,1422,27205,218,497
79,278,550,680,238,603,629,77,155,274,1891,1422,424,13,73,857,769,27205,11,38,500,122,2493,807,85,1892,101,16869,14,194,497,107,600,510,694,120,129,63,141,453,10681
80,278,238,424,550,603,1891,13,11,629,2493,274,197,85,857,680,73,1892,769,77,5503,500,155,1422,510,280,194,122,63,497,600,38,28,14,78,279,289,489,27205,105,120
81,278,238,11,1891,550,603,85,2493,629,680,274,424,155,122,857,13,1892,77,769,73,1422,120,500,194,27205,289,107,105,28,14,197,121,600,38,16869,129,280,510,497,567
82,278,238,550,603,424,155,1891,13,629,680,11,85,274,2493,122,857,77,27205,769,1422,73,1892,279,600,38,500,289,120,510,194,14,28,497,107,101,121,489,129,16869,197
83,278,238,424,11,274,1891,680,550,2493,289,85,629,28,769,603,77,567,275,500,13,857,1892,279,947,510,155,194,78,14,73,120,122,197,1422,37247,600,826,38,280,213
84,424,278,238,274,680,550,13,629,603,857,1891,197,2493,11,85,122,120,77,275,1892,500,289,194,14,28,807,280,489,637,121,769,73,745,155,27205,63,497,581,348,38
85,278,238,550,603,1891,629,155,424,11,680,13,2493,77,274,85,122,1422,73,769,1892,857,289,38,120,27205,194,510,14,129,16869,497,107,500,28,600,121,101,105,279,63
86,194,129,550,278,680,603,424,629,38,77,120,274,14,13,121,11,1891,122,2493,238,10681,275,1892,63,12,155,78,73,24,500,598,453,637,857,808,694,497,85,510,27205
87,278,680,550,238,629,603,424,155,122,77,1422,13,1891,510,73,16869,27205,274,38,120,11,857,769,101,14,1892,500,194,121,807,2493,497,600,129,85,489,107,694,63,598
88,278,1891,550,238,424,11,629,680,603,155,77,274,637,14,85,1892,2493,38,769,73,13,289,1422,12,122,120,194,857,510,862,567,275,129,101,500,27205,28,121,585,808
89,278,275,424,11,274,680,238,1891,550,629,769,28,862,2493,13,85,1892,500,63,603,77,289,14,807,197,857,687,78,280,194,510,120,567,155,5503,38,348,279,745,73
90,278,238,550,680,1891,11,603,2493,424,274,629,85,77,769,289,155,857,500,73,194,13,947,122,1422,1892,28,78,510,14,38,120,567,600,129,429,279,16869,27205,101,694
91,19913,155,38,13,14160,10193,278,808,194,45269,862,12,680,129,105,27205,10681,77,14,597,22,274,24,863,807,640,752,510,8587,1892,550,637,280,120,585,773,2493,1422,11324,122
92,278,238,424,11,603,2493,13,550,274,1891,629,85,857,155,680,77,289,769,1892,73,197,122,500,510,28,489,27205,1422,194,497,600,38,120,279,280,14,105,275,63,567
93,278,238,11,424,1891,603,550,2493,13,274,197,629,85,857,1892,769,73,77,680,500,194,5503,122,155,63,600,1422,28,289,280,510,78,120,279,275,14,38,497,105,679
94,278,238,680,550,603,11,1891,85,2493,274,629,424,28,769,500,857,289,77,122,155,1892,78,1422,73,13,14,194,600,120,510,947,567,275,497,280,27205,38,101,107,121
95,278,238,550,603,424,11,680,2493,629,1891,274,85,857,77,500,289,769,1892,13,155,122,28,14,73,197,194,1422,510,78,27205,600,679,567,497,120,279,947,275,38,429
96,278,238,603,274,680,550,11,1891,424,629,85,1892,857,13,155,77,2493,122,73,120,769,510,289,1422,27205,14,807,500,194,600,38,808,107,121,16869,101,63,497,275,567
97,278,238,424,550,274,13,603,680,629,1891,77,11,155,567,769,510,2493,1892,38,85,73,857,1422,289,14,27205,500,275,194,694,120,497,28,129,122,807,16869,600,10681,101
98,278,238,424,550,680,274,603,629,13,197,11,1891,2493,77,101,857,73,155,500,769,85,1892,63,510,122,38,807,568,1422,275,14,5503,280,28,27205,120,489,78,497,289
99,278,238,424,13,550,11,1891,2493,603,274,680,629,769,85,73,77,289,857,194,155,1892,14,500,122,38,279,275,28,1422,510,12,105,197,120,600,497,63,489,453,567
100,278,550,680,238,603,1891,629,11,14,274,424,85,2493,77,769,857,1892,122,13,73,500,155,38,1422,120,807,194,27205,98,510,497,28,745,101,121,289,105,275,600,107
101,278,238,274,550,424,629,603,2493,13,11,1891,680,197,857,85,73,769,77,1892,155,500,194,510,5503,122,280,1422,63,600,807,497,38,120,78,14,28,275,279,289,27205
102,278,238,550,680,424,1891,603,629,155,11,77,274,769,1422,73,2493,289,16869,13,85,500,38,122,1892,194,510,857,27205,28,14,600,429,37247,120,129,279,101,497,567,107
103,278,424,1891,238,550,13,629,11,603,194,155,2493,1892,680,73,77,274,769,1422,85,129,122,120,14,38,532,289,857,500,121,28,27205,275,12,279,600,101,510,16869,63
104,278,238,550,680,1891,424,629,603,1422,769,77,155,274,11,38,500,73,2493,122,14,194,510,857,28,13,16869,27205,1892,85,289,101,279,567,429,129,807,497,600,37247,107
105,278,603,550,155,238,122,629,680,13,1891,120,85,1892,27205,424,77,11,1422,274,121,857,73,38,769,16869,105,107,2493,101,10681,497,12445,510,489,673,807,129,194,14160,600
106,278,238,550,424,603,197,680,274,629,13,11,857,2493,1891,77,500,807,769,122,73,85,510,155,275,63,38,103,1892,14,101,497,289,28,120,280,1422,489,600,121,78
107,278,603,680,550,238,1891,274,629,424,11,194,85,77,122,2493,13,155,78,857,120,769,105,73,1892,14,38,289,1422,27205,600,121,500,101,129,453,28,497,807,637,275
108,278,238,550,424,274,680,629,11,1891,603,2493,769,13,77,197,85,857,500,73,1892,155,63,510,78,194,122,28,275,600,14,807,38,289,1422,120,497,5503,27205,280,637
109,278,238,550,680,424,603,1891,274,629,194,11,769,2493,500,77,85,122,14,28,1422,73,857,275,289,13,155,78,38,807,1892,510,600,497,120,637,598,101,197,16869,567
110,278,550,238,13,424,155,680,1891,603,1422,629,769,77,73,1892,27205,38,11,2493,85,16869,122,857,14,497,194,274,129,510,500,107,489,105,101,120,600,694,807,10681,289
111,278,603,238,550,629,11,680,155,1891,85,274,424,2493,13,122,857,1892,769,77,27205,1422,73,497,289,500,28,807,105,38,510,120,16869,600,275,63,194,107,14,121,197
112,278,238,289,424,11,680,274,550,1891,629,14,510,2493,603,13,85,28,769,500,77,857,37247,275,155,567,73,279,78,1892,101,2118,122,600,194,38,1422,280,103,197,807
113,278,11,603,238,1891,1892,424,550,13,629,155,680,274,85,769,2493,122,857,120,73,77,38,121,497,1422,27205,10681,105,129,14,510,12,194,16869,500,453,275,489,107,600
114,278,238,1891,11,85,274,603,2493,550,424,629,13,680,857,1892,769,77,197,155,500,122,600,73,120,280,289,78,194,679,1422,63,28,27205,105,5503,121,510,947,567,497
115,278,85,238,1891,550,11,2493,680,274,603,424,629,13,77,857,769,73,289,155,194,1892,122,500,28,1422,510,14,78,120,197,567,600,105,578,27205,38,280,107,121,497
116,278,238,424,550,274,13,629,1891,11,2493,603,680,85,857,77,769,289,197,155,1892,73,500,194,28,122,510,275,5503,120,38,1422,497,279,63,14,280,78,600,27205,567
117,238,278,680,550,424,274,629,769,603,1891,11,2493,857,85,500,275,77,289,28,13,510,122,155,73,78,1892,14,1422,807,120,497,194,600,567,197,27205,37247,38,280,103
118,278,550,238,603,155,680,13,1891,1422,629,424,77,1892,73,769,38,122,27205,11,274,85,857,497,16869,2493,510,107,453,101,500,489,129,14,105,10681,120,121,600,807,194
119,278,238,11,680,1891,603,550,1892,274,2493,85,275,629,424,769,857,28,289,500,510,14,77,155,13,78,807,122,280,120,105,73,567,63,600,1422,121,279,947,194,348
120,278,424,238,13,550,603,629,274,1891,11,197,2493,857,680,77,73,85,769,155,289,1892,500,122,510,194,38,63,5503,1422,497,28,862,120,27205,275,14,489,600,637,280
121,278,238,550,680,603,1891,629,769,11,2493,424,274,77,155,85,1422,13,1892,500,857,73,510,28,289,122,14,38,27205,37247,600,194,16869,807,279,275,497,78,63,101,120
122,278,550,603,680,238,1891,11,629,155,274,122,77,1422,1892,424,13,27205,73,16869,807,857,769,85,2493,120,38,497,510,500,14,101,600,121,105,107,194,10681,694,129,28
123,278,238,550,680,424,629,603,1891,11,274,77,2493,73,769,13,155,38,1892,289,857,14,500,85,510,1422,497,28,122,275,194,197,279,120,600,16869,37247,101,429,807,27205
124,278,550,238,680,603,424,1891,77,13,629,274,155,1422,73,38,769,11,1892,510,122,857,500,27205,85,2493,497,101,14,807,120,600,197,10681,16869,107,129,28,63,598,121
125,278,424,13,238,11,1891,274,603,197,629,2493,857,550,85,1892,5503,73,769,77,155,680,194,122,289,63,120,500,8587,280,38,1422,600,510,808,14,862,105,497,121,489
126,278,680,238,1891,550,11,14,274,289,77,629,424,603,120,567,275,239,510,194,13,426,122,38,85,155,2493,500,103,78,27205,121,769,129,28,862,600,745,1422,279,1892
127,278,238,289,11,424,1891,275,274,680,629,2493,550,85,567,197,603,28,857,13,769,77,510,14,213,500,122,1892,78,155,37247,120,279,121,600,947,280,194,2118,1422,73
128,278,238,550,1891,603,11,680,629,424,2493,155,122,85,274,13,77,857,73,1892,769,1422,120,194,129,14,600,121,500,38,27205,16869,107,101,289,28,429,510,105,497,63
129,278,197,11,424,13,274,603,238,1891,629,85,857,550,2493,5503,1892,862,122,77,155,568,680,73,280,63,8587,581,289,120,121,769,807,194,489,101,329,14,275,105,27205
130,278,238,550,680,603,424,629,274,155,77,2493,769,1891,11,122,289,1422,85,73,500,510,28,13,857,16869,14,1892,38,194,497,27205,275,120,807,600,37247,279,78,101,567
131,278,238,550,680,424,629,603,1891,77,274,2493,769,73,13,155,194,38,11,1422,14,289,122,85,500,1892,510,129,857,279,16869,101,28,120,27205,567,600,429,694,37247,107
132,278,238,424,550,629,603,2493,274,13,11,1891,680,857,197,77,85,769,73,155,500,1892,289,510,28,194,63,1422,122,38,600,78,497,27205,5503,275,14,279,120,280,947
133,278,238,274,424,13,550,197,629,11,1891,603,2493,85,857,680,73,769,77,1892,155,122,807,5503,63,194,120,500,280,14,600,289,275,581,862,121,38,1422,101,78,510
134,278,238,550,680,603,2493,424,11,1891,274,85,629,77,769,289,155,857,500,28,73,122,13,194,1892,1422,120,510,14,600,947,78,27205,497,38,567,275,807,279,63,129
135,278,238,274,424,11,197,13,550,603,1891,629,2493,857,85,1892,769,5503,73,680,77,807,155,194,122,63,500,8587,275,1422,14,38,120,280,600,27205,679,808,862,121,105
136,278,238,550,289,11,424,1891,680,274,2493,85,629,603,769,947,77,155,122,28,567,857,279,13,73,194,510,1422,500,120,1892,37247,275,14,600,826,78,38,637,27205,16869
137,146,603,278,1891,14,680,13,107,120,550,11,85,1892,98,77,121,274,194,808,122,629,238,12,857,2493,63,745,275,105,137,89,24,453,562,424,567,510,280,129,807
138,278,550,155,238,680,603,1891,122,1892,11,629,13,85,1422,120,77,73,121,107,16869,424,769,27205,274,857,2493,38,105,101,129,489,10681,194,14,510,807,500,600,497,453
139,278,238,424,550,1891,11,2493,680,603,85,629,274,77,289,13,155,857,769,73,122,500,947,1892,28,194,1422,567,510,279,27205,38,14,129,120,429,600,101,826,497,197
140,278,550,238,603,424,680,155,629,1891,11,1422,13,73,769,2493,274,85,122,77,1892,857,38,194,27205,107,16869,129,500,101,510,120,497,600,289,14,28,121,489,429,807
141,278,424,238,629,550,13,11,1891,274,603,2493,680,197,1892,857,85,155,73,77,769,194,500,289,5503,1422,510,28,122,14,38,275,63,27205,120,497,280,568,279,78,105
142,278,13,155,603,1891,808,11,550,238,77,122,629,1892,424,85,1422,120,680,12,857,274,2493,453,14,38,489,73,98,121,27205,194,105,107,862,769,8587,22,14160,129,63
143,278,238,550,424,603,1891,274,629,680,73,11,2493,13,77,769,85,194,155,122,1892,1422,120,857,38,14,289,600,500,129,510,28,497,63,279,121,107,16869,27205,101,12
144,278,238,424,629,680,550,274,11,1891,603,13,77,2493,155,510,197,769,500,862,289,857,85,73,28,14,275,1892,103,122,38,1422,194,120,78,63,807,280,101,637,27205
145,63,278,680,11,274,275,629,807,1891,603,13,197,862,550,1892,238,77,424,280,85,769,2493,28,78,14,101,5503,568,8587,500,348,581,329,857,679,627,600,120,808,105
146,680,278,238,9277,11,319,274,1891,2493,78,63,348,1892,629,28,197,275,85,500,13,857,550,280,603,424,77,101,769,510,115,62,807,679,89,531,289,745,137,1669,567
147,278,13,550,155,603,1891,424,629,11,122,1892,27205,238,680,120,85,38,77,1422,121,274,10681,769,105,2493,16869,857,12,73,14160,129,14,489,497,194,118340,673,12445,453,510
148,278,11,603,1891,85,238,2493,680,550,274,1892,424,857,13,629,77,769,78,280,500,197,105,122,28,63,14,120,600,218,679,73,155,194,289,107,348,89,808,121,275
149,278,275,680,274,11,424,238,1891,63,629,550,769,28,2493,13,500,1892,807,85,197,603,862,14,77,687,78,289,280,857,5503,194,600,348,510,120,101,567,38,581,279
150,278,11,862,1891,238,424,274,85,603,13,629,2493,550,137,77,857,289,14,680,280,155,275,1892,12,745,89,197,510,808,122,769,120,105,489,562,8587,73,568,28,194
151,238,278,550,680,424,274,603,629,769,1891,77,510,73,11,2493,1422,38,155,500,28,289,807,857,194,122,13,275,85,14,78,16869,497,637,567,1892,598,37247,120,27205,600
152,278,424,680,550,629,38,1891,238,194,13,77,73,155,274,1422,769,603,2493,11,14,1892,510,129,122,500,289,489,857,101,27205,279,16869,275,120,497,694,637,807,207,567
153,278,27205,550,603,155,13,1892,1891,14160,118340,122,157336,424,24428,10681,11,680,238,85,1422,77,120,105,857,274,293660,807,38,497,629,16869,10191,767,121,49026,207703,12,769,862,601
154,278,550,11,603,238,680,1891,85,2493,629,857,274,424,155,13,769,1892,122,77,500,73,120,807,27205,14,1422,510,679,194,38,121,98,28,101,497,280,275,600,107,105
155,278,238,424,550,680,1891,289,11,2493,274,629,85,77,603,769,28,14,567,500,194,155,510,73,13,279,37247,857,1422,947,122,78,1892,600,275,38,120,429,27205,497,129
156,278,550,238,424,680,274,629,1891,603,11,13,2493,77,85,194,73,857,769,500,38,122,510,27205,1892,155,14,275,120,105,637,28,1422,807,497,289,600,78,101,567,694
