,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
56,213,289,238,2118,85,62,78,11,857,665,567,642,769,426,9277,603,275,28,826,629,137,1891,429,37247,947,14,1892,745,348,2493,531,510,500,872,539,840,625,274,600,1669
57,680,629,197,424,5503,13,280,329,63,101,807,278,603,1891,275,274,11,550,857,14,218,238,1892,568,8587,745,114,562,348,862,769,9479,85,77,500,812,600,2493,98,73
58,387,567,426,539,37247,3082,223,238,826,275,28,103,62,805,78,521,600,213,947,2118,289,769,500,792,311,279,625,274,694,424,601,510,11368,745,2649,348,9552,857,578,239
59,424,155,278,550,680,13,629,603,238,274,807,857,275,27205,272,14,122,1422,77,1891,598,11,120,38,745,121,500,489,769,73,98,862,1892,24,600,115,497,329,22,2501
60,500,629,77,278,680,603,769,101,348,550,807,122,24,275,121,28,63,14,393,1891,13,78,600,745,120,238,107,11,274,38,429,857,115,141,1892,2501,272,694,85,782
61,550,24,603,500,73,393,1422,115,752,680,640,807,14,121,1124,155,497,600,9806,77,180,1891,120,641,98,272,38,769,238,107,2501,122,627,745,13,161,11,141,857,111
62,49026,530,532,82690,155,74643,137106,177572,531,85,629,550,27205,120,641,1891,272,14,187,9693,1422,11,150540,598,10193,1892,122,11324,14160,38,238,137113,121,36557,862,10515,603,278,54138,129
63,11178,11658,792,4550,627,113,670,807,600,769,275,424,826,500,855,103,524,274,8741,680,278,629,115,745,1429,197,12477,947,2493,581,603,857,694,4995,24,641,77,63,272,238
64,27205,550,155,11324,13223,1124,157336,73,497,1422,603,24,49026,272,278,77,752,16869,120,68718,122,115,205596,640,98,13,12405,14160,121,807,22,38,19995,857,453,1726,393,10681,2501,641
65,122,24,77,121,120,38,550,2501,393,12,752,603,153,641,745,808,14,27205,680,129,9806,141,13,194,22,272,489,1422,585,807,278,616,155,2502,1417,98,598,36557,640,161
66,857,603,101,13,680,278,18,562,105,14,807,550,1891,11,329,107,1892,197,745,115,218,22,280,629,137,600,500,24,348,275,274,27205,769,77,98,393,238,2501,63,180
67,82702,10191,81188,38757,118340,9833,1726,101299,24428,205596,330459,49051,767,12445,293660,82690,54138,2062,269149,49538,2503,50014,271110,19995,140607,137113,10193,51608,122917,10681,76341,263115,49026,75656,277834,4348,8681,284053,675,150540
68,1891,11,603,680,1892,629,274,78,62,278,745,348,275,85,14,857,238,694,600,769,550,500,13,807,329,28,218,510,562,280,679,89,137,120,77,105,63,2493,33,197
69,238,510,1892,235,207,1891,601,278,489,11,275,105,603,13,11216,14,550,137,85,38,12405,857,680,348,279,745,629,329,77,862,28,289,500,78,274,578,808,2493,769,115
70,862,218,562,11,1892,1891,280,89,329,603,105,348,18,87,857,85,745,13,137,601,180,2493,238,272,861,14,808,807,197,115,679,78,680,63,2501,120,600,585,98,941
71,278,274,1891,629,603,807,680,13,1892,238,197,280,11,424,85,550,857,329,275,5503,14,63,745,500,73,348,600,77,769,218,137,120,105,862,89,562,194,489,568,2493
72,54138,100402,99861,24,118340,24428,49538,177572,49026,11324,141,155,115,150540,36557,1359,272,76341,1726,13475,137106,269149,17654,16869,207703,393,752,187,1949,2503,9428,293660,58,271110,22,140607,19995,137113,45612,2501
73,14,680,28,641,598,194,550,500,103,1422,77,109,426,694,1417,334,769,275,603,773,793,745,115,807,2118,322,108,348,146,141,238,78,629,24,99,9428,567,510,600,492
74,89,120,122,85,9277,938,9806,1891,121,289,78,218,11,1892,105,280,752,808,62,22,2501,1669,33,87,862,272,213,745,348,510,36557,2493,679,429,329,238,2502,98,671,562
75,500,769,238,550,16869,14,11324,275,600,603,115,77,627,807,27205,598,68718,694,8321,13223,348,28,6977,73,101,9366,111,745,24,141,273248,274,1359,857,1422,1891,629,641,103,100
76,1891,11,1892,120,122,121,603,98,85,89,218,857,272,155,105,672,22,329,87,562,808,146,745,280,1726,1895,671,2493,862,180,137,13,585,348,19995,9806,679,673,861,238
77,562,89,85,1891,11,105,280,603,1892,329,218,278,862,680,87,857,13,348,137,807,275,2493,238,197,745,941,120,568,550,5503,629,22,63,18,14,98,272,2501,78,601
78,1891,1892,11,218,280,329,578,348,1669,603,679,89,562,861,5503,85,2493,105,78,275,857,745,13,680,62,238,600,197,601,14,18,87,137,274,235,63,862,941,278,165
79,272,155,550,24,77,1422,141,1124,27205,393,180,1359,752,640,2501,388,2502,161,186,36557,603,22,120,38,121,122,641,98,453,17654,115,807,187,9693,9509,500,11324,1726,9806,16869
80,280,329,5503,197,680,568,807,218,274,1891,13,278,581,603,11,629,1892,348,275,63,562,862,424,857,679,89,745,101,8587,105,85,238,10020,14,628,114,812,1669,861,500
81,89,1891,87,98,105,329,197,22,120,280,562,85,603,857,122,11,218,1892,680,807,13,808,550,165,121,14,272,2501,196,941,73,425,18,745,8587,274,278,155,500,348
82,27205,278,857,207,14160,155,13,98,603,19995,120,122,497,550,10681,49026,4348,680,424,37799,12445,629,279,13223,157336,45269,600,274,1422,68718,745,238,14,1891,9693,12405,767,197,11216,205596
83,275,274,424,687,28,680,629,279,568,625,4584,713,238,278,581,5503,13,103,567,2118,769,213,539,235,1891,500,857,289,197,11,14,63,807,1892,489,62,792,694,550,348
84,10161,7863,490,424,334,387,426,489,28,567,238,629,947,500,745,2118,279,11368,625,275,348,680,103,289,857,14,694,600,1669,1541,792,1892,550,5967,782,274,1891,746,239,603
85,603,2501,77,12,161,22,808,155,11,121,13,122,120,1891,278,272,550,1892,38,180,585,745,14,640,862,9806,393,98,137,680,752,24,857,27205,1422,2502,36557,807,329,89
86,129,194,38,16,77,550,8392,128,9806,598,393,3176,752,121,10515,24,4935,180,187,120,153,641,14,686,587,12,585,603,141,3933,808,640,671,10681,13,1417,18,745,453,272
87,122,120,24,550,752,278,272,2501,393,115,1422,155,27205,77,1417,121,22,603,629,141,16869,680,510,36557,13,38,807,9693,98,745,500,641,640,73,9806,14,161,6977,2502,4553
88,2062,137106,585,120467,118340,150540,83666,157336,76341,61791,293660,425,269149,177572,16869,54138,207703,263115,37799,330459,68718,12,14160,19995,205596,1726,637,17654,49026,318846,64690,12405,245891,11324,140607,22,10191,58,671,24428
89,275,63,687,862,769,680,11,629,274,278,807,1892,348,28,500,524,1891,329,238,280,197,424,627,5503,13,2493,745,137,103,14,694,568,601,115,89,562,857,105,1645,600
90,679,766,348,603,1368,694,1891,122,218,78,861,393,562,857,1892,11,807,550,77,745,238,89,149,106,24,680,79,101,1091,871,85,600,429,120,578,36095,274,539,197,629
91,19913,122906,210577,10647,84892,45269,59436,1949,120467,10193,4977,14160,8321,12163,155,152742,222935,49538,64690,266856,194,752,58,11036,38,8392,3933,44214,157336,140823,45612,150540,68734,767,244786,674,1372,11324,10681,17654
92,857,601,13,11,274,1891,489,329,137,603,745,568,597,581,680,861,1892,278,218,280,881,197,238,14,85,550,807,105,348,87,5503,424,1669,562,808,2493,782,275,629,497
93,197,280,329,63,568,5503,680,581,812,13,1891,278,218,274,1892,11,862,603,10020,857,348,629,275,8587,562,424,85,89,807,105,745,679,238,1669,769,14,101,78,18,137
94,603,1891,857,11,78,85,218,500,600,562,1892,28,62,14,348,18,782,87,550,769,745,238,275,861,679,115,89,680,807,1669,101,2493,137,105,120,629,111,117,792,601
95,680,1892,11,329,629,348,197,1891,500,13,679,280,568,603,274,275,5503,14,278,424,857,600,769,807,85,89,238,78,2118,218,550,63,2493,98,745,121,137,77,120,562
96,603,857,120,808,1892,1891,161,238,11,550,8358,98,121,745,122,274,180,13,2501,77,14,22,146,89,278,12,680,218,85,137,562,348,807,601,640,272,105,585,329,9806
97,299536,383498,329865,284053,205596,157336,11324,2062,45269,9806,283995,694,567,27205,286217,539,120467,77,129,808,419430,260513,49026,24,271110,550,13,274,1933,12,273248,68718,16869,272,275,1124,10681,318846,228150,393
98,680,278,568,812,13,329,101,197,807,274,629,280,581,5503,8587,603,628,63,10020,862,550,11,1891,424,275,14,1892,857,500,769,77,348,137,73,114,238,745,808,89,120
99,433,13,114,207,872,105,329,601,137,857,824,808,14,453,524,12,1891,603,10144,680,73,862,581,87,489,11,161,1892,196,497,550,671,180,640,22,98,77,745,8587,629
100,550,14,745,98,603,1892,857,1891,77,11,120,13,500,680,807,73,180,218,1422,272,24,238,121,122,600,769,85,2501,278,348,155,489,694,38,274,497,275,22,89,87
101,680,807,274,278,280,13,5503,329,197,581,8587,629,568,603,424,550,771,275,1891,812,862,14,63,11,857,745,10020,101,500,769,218,238,89,1892,348,85,73,114,628,77
102,500,641,600,103,334,769,345,598,9366,14,319,117,73,28,238,629,524,111,3131,550,694,37247,429,2118,115,510,680,938,792,627,807,275,274,77,393,582,1422,24,492,6977
103,531,532,671,530,808,674,194,673,585,10144,10020,9806,672,462,129,121,433,14160,12,22,675,77,120,863,161,58,425,153,587,773,74643,2501,640,812,162,37247,272,165,13,8587
104,31056,74308,83389,126319,198375,265177,10754,80278,12761,38142,20453,20123,372058,12496,24657,11902,500,10098,110,12477,113,28,901,152742,807,108,14,914,680,769,627,109,598,629,9366,279,550,857,101,311
105,122,120,22,121,673,19995,674,767,58,603,12445,155,9806,672,272,671,808,27205,2501,278,12,10681,550,752,640,14160,675,13,585,161,1726,77,98,36557,1895,180,1891,1422,425,38
106,197,278,680,628,13,329,274,807,629,280,103,603,568,581,5503,857,424,275,550,63,862,11,8587,1891,101,14,812,745,238,769,1892,122,348,77,600,10020,500,38,137,2501
107,601,180,603,105,640,78,137,141,1891,550,348,194,18,857,1892,13,161,11,824,14,600,745,87,808,947,38,218,77,500,453,115,680,2501,196,165,562,238,329,425,597
108,680,629,687,63,524,274,275,627,769,807,278,319,500,13,197,424,550,238,280,11,862,348,329,1891,603,600,5503,581,14,1892,77,28,115,101,857,568,745,694,103,73
109,680,14,807,194,275,500,598,600,550,28,603,77,769,78,641,629,38,13,24,274,115,857,424,238,101,278,627,141,348,694,1891,11,510,73,120,393,1892,745,322,85
110,106646,318846,75656,277216,68718,207703,245891,37799,293660,64682,210577,49026,65754,16869,27205,11324,12445,286217,76341,307081,273248,83666,114150,44264,68734,19995,44214,155,12163,157336,350,314365,152601,14160,177572,45317,242582,324552,13223,12405
111,603,1891,155,122,11,27205,857,85,550,120,49026,807,1892,272,121,98,629,157336,745,14,22,89,77,2501,497,218,180,1422,600,238,73,500,278,10681,24,562,1726,87,137,36557
112,289,2118,14,164,510,907,426,101,500,238,37247,11,629,492,13,274,28,275,769,348,603,213,745,680,489,857,78,550,1891,62,137,1892,329,278,85,567,334,433,239,601
113,672,671,675,674,162,497,9806,11,1892,10681,22,1891,272,585,121,58,640,673,12,165,155,393,1895,19995,180,2501,161,24,603,187,752,38,122,36557,1726,425,115,77,550,129
114,1891,280,329,1669,679,63,85,348,33,5503,856,1892,274,11,562,218,680,89,8587,600,197,13,812,98,238,603,642,78,10020,105,62,629,601,2493,862,235,861,275,87,578
115,87,85,89,22,98,105,78,1891,218,578,161,18,941,165,329,9340,120,562,272,771,808,11,603,180,121,114,122,601,106,196,9806,1892,1895,2493,807,2501,863,856,616,58
116,278,274,13,329,424,5503,680,581,629,812,280,568,10020,197,8587,807,1891,603,771,862,857,1892,11,238,114,550,137,85,745,14,275,105,120,808,601,489,63,89,628,348
117,238,769,275,680,1891,857,603,629,550,274,500,11,14,424,348,807,600,1892,745,278,85,28,13,218,562,89,78,77,329,73,694,280,137,2493,510,115,103,489,105,120
118,19995,27205,49026,37799,14160,155,177572,75656,12405,11324,205596,161,318846,17654,118340,137106,150540,65754,157336,61791,1726,245891,98,752,497,10681,68718,137113,640,22,293660,49538,453,76341,16869,121,24428,152601,585,106646
119,11,1892,238,275,1891,603,85,348,857,89,769,274,14,218,137,562,629,105,500,600,745,329,2493,550,680,278,862,601,807,280,28,861,63,13,78,679,87,115,2118,120
120,278,680,13,197,862,581,329,274,629,807,568,603,280,5503,1891,424,550,857,11,275,63,8587,1892,812,319,745,137,10020,14,77,122,238,769,101,628,808,120,348,2501,114
121,600,769,603,348,14,1891,275,550,11,1892,500,745,393,137,115,629,238,792,13,807,679,334,218,2493,680,77,28,694,162,280,63,24,857,274,78,278,9428,861,9693,73
122,27205,157336,137113,118340,155,1726,49026,210577,24428,37799,19995,16869,603,77,1124,550,242582,1949,272,11,752,17654,11324,205596,120467,807,68718,76341,22,122,10681,24,1891,14160,120,1422,278,98,150540,10191
123,14,38,77,550,12,603,275,641,680,278,73,1892,1891,629,500,13,11,807,120,24,745,497,769,1422,121,272,155,857,2501,274,808,180,393,22,640,9806,122,238,600,161
124,54186,71883,4550,290098,339403,553,550,10315,83666,141,24,372058,1954,119450,2649,76341,103663,680,13,273248,115,9693,38,9428,3131,369557,206487,1018,194662,1422,603,3176,278,324786,510,197,17431,766,284052,218
125,5503,8587,329,13,197,581,812,280,10020,568,274,278,114,862,771,807,1891,857,1892,424,218,603,11,105,562,808,137,63,85,1669,680,629,745,89,601,18,2501,348,275,14
126,239,426,567,303,521,947,223,213,289,571,11216,279,856,9277,387,826,269,11368,492,1541,433,78,2118,510,77,872,28,539,334,37247,694,103,238,14,601,147,500,783,275,348
127,275,289,567,213,1891,197,238,11,857,500,348,603,769,745,1892,274,424,14,278,28,85,680,629,329,426,807,2118,103,600,562,62,78,2493,280,105,510,550,137,601,13
128,120,272,121,122,22,98,2501,752,603,187,1891,129,11,180,857,18,24,14,585,9806,1892,2493,550,2502,393,155,745,58,161,808,674,616,671,12,36557,1895,89,600,85,115
129,197,568,628,329,581,280,680,13,5503,278,862,807,274,63,8587,629,603,857,812,424,1891,10020,11,114,1892,348,275,218,771,9479,137,101,89,105,524,87,745,122,98,601
130,769,275,500,238,680,629,274,807,103,348,550,278,2118,14,28,77,627,510,101,598,1422,694,424,745,567,73,603,600,213,115,155,120,13,27205,78,63,641,429,24,489
131,550,38,14,194,393,77,1018,694,13,680,73,141,278,638,24,637,492,101,129,187,629,641,489,207,153,752,453,808,274,773,1124,162,807,500,1422,146,769,79,1417,745
132,278,13,424,5503,680,274,63,629,329,603,280,197,807,275,1891,568,11,857,1892,550,238,562,745,862,14,348,8587,812,769,137,218,85,500,77,105,101,600,2493,120,601
133,581,197,274,680,329,10020,807,13,280,568,5503,278,628,812,8587,629,424,114,862,63,275,1891,857,603,713,11,550,771,101,14,348,1892,745,238,601,137,85,769,218,103
134,603,562,550,807,1891,137,2493,218,348,679,11,274,680,1892,77,600,941,89,120,782,63,278,13,85,78,14,275,235,856,280,578,629,424,87,98,329,146,857,197,105
135,524,197,807,8587,5503,6075,628,329,280,63,13,629,274,581,10020,101,812,275,278,857,862,500,87,600,603,115,180,11,627,9479,1892,137,218,272,680,348,1891,771,117,114
136,947,289,387,625,279,37247,426,567,238,539,826,28,275,103,213,239,85,62,745,1891,510,857,2118,9277,78,120,11,348,769,578,235,274,521,783,1892,500,665,137,792,14
137,146,107,2501,808,98,194,77,14,393,120,603,121,1892,492,137,79,550,218,752,453,1891,22,153,18,12,585,9806,745,180,161,8358,782,861,272,115,13,672,856,63,122
138,121,122,673,120,11,9806,22,671,1891,3933,672,272,2501,808,603,85,89,49051,393,675,87,36557,674,155,1892,585,1895,1726,767,550,2503,12,140607,98,194,14160,79,129,57158,24
139,581,424,642,114,568,329,947,1669,5503,770,280,10020,197,289,13,274,9277,680,238,601,857,686,348,489,11,1891,792,105,85,278,812,578,629,826,881,62,433,218,679,745
140,157336,49026,68718,120467,293660,14160,155,27205,150540,37799,752,11324,76341,205596,767,24428,550,207703,122,16869,210577,137113,9806,264660,106646,177572,272,140607,44264,281957,273248,10681,22,1726,12445,318846,245891,12444,129,10191
141,680,629,568,424,812,13,278,274,329,5503,197,10020,807,581,280,8587,603,862,550,1891,238,275,857,63,11,1892,14,114,85,769,745,137,489,628,500,348,105,73,77,121
142,38757,808,11036,597,111969,22,49538,12,9806,114,671,585,19995,58,161,425,2062,121,118340,1895,1726,863,122,36557,120,674,13,2501,640,14160,10144,672,77,155,98,2502,673,350,752,453
143,12,121,120,77,808,22,73,122,550,9806,680,38,13,155,2501,98,14,24,393,272,603,278,161,585,752,1422,8587,274,194,640,673,807,129,671,27205,146,453,641,497,180
144,629,862,680,329,581,10020,278,13,274,275,807,197,103,280,568,812,5503,424,769,8587,63,11,1891,238,550,14,137,603,1892,857,745,500,77,694,85,348,105,489,628,600
145,1280,63,470,275,807,348,769,627,680,280,782,1892,78,77,11,180,629,28,101,861,524,329,600,603,18,500,13,562,628,62,1891,137,197,581,14,862,5503,218,568,274
146,9277,319,117,348,184,62,115,33,429,78,1669,28,391,500,531,63,861,679,524,238,769,311,984,1368,1892,600,938,89,642,792,2493,1891,137,629,334,11,275,289,165,871
147,4348,12445,767,9833,150540,19995,671,118340,14160,672,12444,1726,674,76341,100402,673,140607,752,38757,205596,22,137106,27205,675,155,24428,137113,49026,17654,45269,10681,10191,81188,157336,58,425,293660,9806,177572,272
148,218,1892,601,18,63,280,329,1891,11,686,603,861,562,679,348,105,85,89,87,13,106,857,197,1669,275,5503,782,180,78,2493,745,137,14,600,235,862,680,274,941,98
149,63,275,687,1645,862,769,680,11,524,629,807,348,1892,274,278,28,280,500,197,329,627,1891,5503,238,568,424,13,581,601,101,745,137,2493,62,562,792,600,103,78,14
150,862,137,11,2493,1892,329,89,105,863,13,585,278,808,1891,745,601,275,85,603,87,857,238,22,272,812,348,14,12,63,115,9806,8587,489,218,807,562,10020,629,492,680
