,poster_path,adult,overview,release_date,genre_ids,id,original_title,original_language,title,backdrop_path,popularity,vote_count,video,vote_average
10,/pJKy1yvnKh8UjcuYeG3Rt35xHFA.jpg,False,"19개 도시, 40회의 공연, 55만석 날개를 펼친 소년들의 역사. 성공적인 월드 투어로 마무리된 ‘2017 방탄소년단 라이브 트릴로지 에피소드3 윙스 투어(2017 BTS LIVE TRILOGY EPOSODE III THE WINGS TOUR)’를 가장 가까이에서 담아낸 방탄소년단의 첫 번째 영화! 지금, 우리  함께 빛나는 청춘의 순간이 스크린에 펼쳐진다.",2018-11-15,[10402],553512,번 더 스테이지: 더 무비,ko,번 더 스테이지: 더 무비,/aQ7444JX7gefPhGJTlvilj3zG2S.jpg,16.436,371,False,8.5
11,/6lXRHGoEbnnBUKsuqpL9JxD4DzT.jpg,False,"펌프킨와 허니 버니가 레스토랑에서 강도 행각을 벌이기 시작한다. 빈센트와 그 동료 쥴스는 두목의 금가방을 찾기 위해 다른 건달이 사는 아파트를 찾아간다. 마르셀러스는 부치에게 돈을 주며 상대 선수에게 져 주라고 하지만 부치는 상대 선수를 때려 눕히고 도망치다, 어릴 때 아버지에게 물려받은 시계를 찾기 위해 아파트로 향한다. 아무런 상관 없이 보이는 이 사건들이 서로 얽히고 섥히면서 예상치 못한 인과관계가 만들어지는데...",1994-09-10,"[53, 80]",680,Pulp Fiction,en,펄프 픽션,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,73.56,24059,False,8.5
12,/sOTQkPoEZd7ImsZBuXfu4BqZ6JS.jpg,False,"미국의 남북전쟁이 한창인 때, 블론디는 멕시코인 총잡이 투코와 함께 동업 중이다. 블론디는 현상범 투코를 잡아 현상금을 받고, 투코가 교수형을 당하는 순간 구해주는 역할. 한편 세텐자라 불리우는 범죄자는 엄청나 돈이 묻힌 비밀장소를 추적 중이다. 그런데, 투코와 실랑이를 벌이던 블론디는 돈이 묻힌 장소를 죽어가는 사람에게 듣게 되고, 결국 둘은 돈을 찾아 나서는데...",1969-07-05,[37],429,"Il buono, il brutto, il cattivo",it,석양의 무법자,/x4biAVdPVCghBlsVIzB6NmbghIz.jpg,52.841,6973,False,8.5
13,/xdJxoq0dtkchOkUz5UVKuxn7a2V.jpg,False,"불편한 다리, 남들보다 조금 떨어지는 지능을 가진 포레스트 검프는 헌신적인 어머니의 보살핌과 첫사랑 제니와의 만남으로 편견과 괴롭힘 속에서도 따뜻한 마음을 지니고 성장한다. 또래들의 괴롭힘을 피해 도망치던 포레스트는 누구보다 빠르게 달릴 수 있는 자신의 재능을 깨닫는다. 그의 재능을 알아 본 대학에서 그를 미식축구 선수로 발탁하고, 졸업 후에도 뛰어난 신체능력으로 군에 들어가 무공훈장을 수여받는 등 탄탄한 인생 가도에 오르게 된 포레스트. 하지만 어머니가 병에 걸려 죽음을 맞이하고, 첫사랑 제니 역시 그의 곁을 떠나가며 다시 한 번 인생의 전환점을 맞이하게 되는데...",1994-10-15,"[35, 18, 10749]",13,Forrest Gump,en,포레스트 검프,/67HggiWaP9ZLv5sPYmyRV37yAJM.jpg,59.28,23603,False,8.5
14,/tAXXuEAKLk2mOEIJzwajJQEnVZu.jpg,False,"사우론이 인간들의 마지막 요새인 곤도르를 향해 야욕을 드러내고 있는 한편, 아라곤은 쇠락해가고 있는 곤도르의 재건을 위해 왕위 계승을 신중하게 결정지어야만 하는 상황. 이제 중간대륙의 미래는 그의 어깨에 달려있는 것. 사우론이 이끄는 어둠의 군대와의 마지막 전투를 위해 간달프는 곤도르에 흩어져 있던 병사들을 모으고, 로한의 왕 세오덴에게 도움을 받기도 하지만 사우론의 군대에 비하면 열세를 면치 못한다. 그러나 그들은 중간대륙을 사우론의 야욕으로부터 지키려는 사명감과, 마지막 반지 운반자에게 임무를 끝낼 기회를 주기 위해 어둠의 군대를 향해 돌진하게 되는데...",2003-12-17,"[12, 14, 28]",122,The Lord of the Rings: The Return of the King,en,반지의 제왕: 왕의 귀환,/lXhgCODAbBXL5buk9yEmTpOoOgR.jpg,112.816,20535,False,8.5
15,/zF9hSBS1t7PVFLo01GrJ3OjGi67.jpg,False,"아일랜드계 이탈리아인 헨리 힐와 토미는 13살에 마피아에 입문해 지미와 함께 트럭이나 공항 화물을 훔치는 일을 한다. 결혼 후에도 마피아 생활을 계속하는 헨리는 이제 조직에서도 안정된 위치와 경제적 여유를 갖는다.  어느 날 헨리와 지미는 공항터미널 사건을 모의해 현금 6백만 달러라는 엄청한 돈을 훔친다. 이 사건을 은폐하기 위해 혈안이 된 지미는 모의에 참여했던 사람들을 죽이고, 토미는 마피아 조직에 가담했다가 살해당한다. 엎친데 덮친격으로 헨리마저 마약거래로 경찰서에 잡혀 들어가는데...",1991-02-14,"[18, 80]",769,GoodFellas,en,좋은 친구들,/sw7mordbZxgITU877yTpZCud90M.jpg,69.807,10666,False,8.5
16,/r782z4H7GzkyNaf3hAtBB4pVkOj.jpg,False,"어린 시절 영화가 세상의 전부였던 소년 토토는 학교 수업을 마치면 마을 광장에 있는 낡은 시네마 천국이라는 극장으로 달려가 영사 기사 알프레도와 친구로 지내며 어깨너머로 영사기술을 배운다. 어느 날 관객들을 위해 광장에서 야외 상영을 해주던 알프레도가 그만 화재 사고로 실명하게 되고, 토토가 그의 뒤를 이어 시네마 천국의 영상기사로 일하게 된다. 실명한 후에도 토토의 친구이자 아버지로 든든한 정신적 지주가 되어준 알프레도는 청년이 된 토토가 사랑하는 여자 엘레나의 부모님의 반대로 좌절하자 넓은 세상으로 나가서 더 많은 것을 배우라며 권유하는데...",1990-07-07,"[18, 10749]",11216,Nuovo Cinema Paradiso,it,시네마 천국,/zoVeIgKzGJzpdG6Gwnr7iOYfIMU.jpg,35.694,3515,False,8.5
17,/yjOqQsQHdsEZfAosZERqHiwjaty.jpg,False,"로마에 갓 상경한 시골 총각 귀도는 운명처럼 만난 여인 도라에게 첫눈에 반한다. 넘치는 재치와 유머로 약혼자가 있던 그녀를 사로잡은 귀도는 가정을 꾸리며 분신과도 같은 아들 조수아를 얻는다. 조수아의 다섯 살 생일, 갑작스레 들이닥친 군인들은 귀도와 조수아를 수용소 행 기차에 실어버리고, 소식을 들은 도라 역시 기차에 따라 오른다. 귀도는 아들을 달래기 위해 무자비한 수용소 생활을 단체게임이라 속이고 1,000점을 따는 우승자에게는 진짜 탱크가 주어진다고 말한다. 하루하루가 지나 어느덧 전쟁이 끝났다는 말을 들은 귀도는 조수아를 창고에 숨겨둔 채 아내를 찾아 나서는데...",1999-03-06,"[35, 18]",637,La vita è bella,it,인생은 아름다워,/gavyCu1UaTaTNPsVaGXT6pe5u24.jpg,44.246,11450,False,8.5
18,/vC3P8hH4r3I3fHiRFa1kj6yzeaN.jpg,False,"마리온 크레인은 그녀의 애인 샘과 결혼하길 원하지만 샘은 빚을 갚을 때까지 기다리라고 말한다. 그래서 그녀는 자신이 다니고 있는 회사 사장이 은행에 입금하라고 맡긴 돈을 들고 도망친다. 도주 첫날 밤 묵게 된 도로변의 낡은 모텔 주인인 노만 베이츠는 그녀에게 친절하게 대해주며 자신은 모텔 바로 뒤쪽 저택에서 몸이 불편한 어머니와 함께 살고 있다고 말한다. 잠자리에 들기 전 마리온이 샤워를 하는 도중, 난데없이 검은 형상이 욕실에 나타나고 마리온은 실종된다. 마리온을 찾기 위해 그녀의 언니 릴라와 샘, 그리고 보험회사 측에서 고용한 탐정 등 세 사람이 추적에 나서는데...",2018-08-16,"[27, 18, 53]",539,Psycho,en,싸이코,/uif5fUshJrXyyDzfpzp1DLw3N0S.jpg,41.425,8565,False,8.4
19,/xbuc6sjIIopkA1Ep24rR6yCw0DK.jpg,False,"1921년, 좀도둑질을 일삼던 누들스는 친구들과 함께 밀수품 운반 일을 하며 돈을 벌어들인다. 누들스 무리에 위협을 느낀 벅시는 누들스의 친구를 죽이고, 분노한 누들스는 벅시를 살해한 후 감옥에 들어가게 된다. 1932년, 출소한 누들스는 어린 시절 첫사랑 데보라와 밀주 사업으로 크게 성공한 맥스를 다시 만나지만, 금주법 철폐로 밀주 사업도 위기를 맞는다. 맥스는 누들스에게 연방준비은행을 털 것을 제안하지만 누들스는 거절한다. 1968년, 베일리 재단 파티에 초대 받은 누들스는 재단 창립 기념 사진 속에서 데보라를 발견하고 그녀를 찾아가는데...",1984-12-01,"[18, 80]",311,Once Upon a Time in America,en,원스 어폰 어 타임 인 아메리카,/uPYa165sraN2c8gZBM9C47g3JoU.jpg,28.636,4420,False,8.4
20,/uN0x0G4uuRjFJIFN57iYihBV2Qh.jpg,False,"2차 세계대전, 일본의 한 마을에 폭격기로 인한 대공습이 일어난다. 마을이 화염으로 휩싸이자, 14살인 세이타는 부모님과 따로 만나기로 약속한 채 4살짜리 여동생 세츠코를 업고 피신한다. 결국 집과 어머니를 잃고 먼 친척아주머니의 집으로 향하는 세이타와 세츠코. 힘들고 어려운 환경에서도 오빠 세이타는 천진하고 착한 여동생 세츠코를 보면서 희망과 용기를 잃지 않는다. 하지만 시간이 지날수록 친척아주머니의 남매에 대한 냉대는 더욱 심해지고, 세이타는 어머니가 남겨주었던 마지막 여비를 챙겨 세츠코와 함께 산 속에 있는 방공호로 거처를 옮긴다. 두 남매는 산 속 동굴에서 반딧불이를 잡아 불을 밝히고, 물고기와 개구리를 잡아먹으며 살아가는데...",2014-06-19,"[16, 18, 10752]",12477,火垂るの墓,ja,반딧불이의 묘,/gwj4R8Uy1GwejKqfofREKI9Jh7L.jpg,0.6,4374,False,8.4
21,/eKZ07Ted7VHxQjbuZrRBFOamcKJ.jpg,False,"자동차 회사의 리콜 심사관으로 일하는 주인공(에드워드 노튼)은 일상의 무료함과 공허함 속에서 늘 새로운 탈출을 꿈꾼다. 그는 비행기에서 자신을 비누 제조업자라고 소개하는 타일러 더든(브래드 피트)을 만난다. 집에 돌아온 주인공은 아파트가 누군가에 의해 폭파되었음을 발견하고, 타일러에게 도움을 청해 함께 생활하게 된다. 어느 날 밤 타일러는 주인공에게 자신을 때려달라고 부탁한다. 사람은 싸워봐야 진정한 자신을 알 수 있다는 것이다. 결국 이들은 매주 토요일 밤 술집 지하에서 맨주먹으로 격투를 벌이는 파이트 클럽을 결성하기에 이르는데...",1999-11-13,"[18, 53, 35]",550,Fight Club,en,파이트 클럽,/c6OLXfKAk5BKeR6broC8pYiCquX.jpg,149.164,25177,False,8.4
22,/iKXrQB16sxeXoc6GlnYjeeZKsOW.jpg,False,"빈민가가 막 형성되기 시작한 1960년대, 마을을 지나가는 배달 트럭을 털면서 가족을 부양하는 텐더 삼총사가 주름잡던 그 시기에는 엄연한 룰이 존재했다. 돈은 훔치되 살인은 삼가는 것이다. 이들은 엉뚱한 용의자를 사살하고도 지갑을 챙기는 악질 경찰에 비하면 약자에 불과했다. 텐더 트리오 시대에 종지부를 찍은 제빼게노는 큰 돈을 만지기 위해서는 마약을 다뤄야 함을 알게 된다. 단짝친구 베네는 악랄하기만 할 뿐 주변을 다독일 줄 모르던 제빼게노를 보좌하며 또 다른 룰을 만들어내지만, 위태로운 평화의 유효기간은 그리 길지 않다.",2005-11-03,"[18, 80]",598,Cidade de Deus,pt,시티 오브 갓,/5p3aTxtUtZHCHwYsuycutmxIhND.jpg,33.834,6092,False,8.4
23,/emNuB1GNGjJqZiK9uVJNiUPbgsx.jpg,False,"따분한 게 질색인 아이, 이시다 쇼야.  간디가 어떤 사람인지, 인류의 진화과정이라든지, 알게뭐람.  어느 날 쇼야의 따분함을 앗아갈 전학생이 나타났다. 니시미야 쇼코. 그 아이는 귀가 들리지 않는다고 한다.  쇼야의 짓궂은 장난에도 늘, 생글생글 웃고만 있다. 짜증난다.  그의 괴롭힘에 쇼코는 결국 전학을 갔고, 이시다 쇼야는 외톨이가 되었다.  6년 후, 더 이상 이렇게 살아봐야 의미가 없음을 느낀 쇼야는 마지막으로 쇼코를 찾아간다.  처음으로 전해진 두 사람의 목소리. 두 사람의 만남이 교실을, 학교를,  그리고 쇼야의 인생, 쇼코의 인생을 바꾸기 시작한다.",2017-05-09,"[16, 18]",378064,映画 聲の形,ja,목소리의 형태,/q5HZvtyqG8Vz39Ee9uTQbLeEml.jpg,80.844,3169,False,8.4
24,/xiz6TiSduvR1U3VLfWVlBEdT9fO.jpg,False,"19세기 말 마법과 과학이 공존하고 있는 세계 앵거리. 소피는 돌아가신 아버지의 모자상점에서 쉴틈없이 일하는 18살 소녀이다. 어느 날 오랫만에 마을로 나간 소피는 우연히 하울을 만나게 된다. 하울은 왕실 마법사로서 핸섬하지만 조금 겁이 많은 청년이다. 황무지 마녀는 두 사람의 사이를 오해, 주문을 걸어 소피를 90살의 늙은 할머니로 만들어 버린다. 가족을 걱정한 소피는 집을 나오게 되고 황무지를 헤매다가 하울이 사는 성에서 가정부로 낯선 생활을 시작한다. 4개의 다리로 걷는 기괴한 움직이는 성 안에서 하울과 소피의 기묘한 사랑과 모험이 시작되는데...",2004-12-24,"[14, 16, 12]",4935,ハウルの動く城,ja,하울의 움직이는 성,/iuFbU5jiNh8DAxLBGifZCvv3KmB.jpg,126.638,7745,False,8.4
25,/icaO5w8uLVm4JxMew71JJrQE2YX.jpg,False,"제국군은 데스스타를 잃은 뒤에도 여전히 강력한 화력으로 반란군을 수세로 몰아넣었고, 반란군은 게릴라전을 위해 얼음으로 뒤덮인 행성 호스에 은신한다. 하지만 결국 제국군에 의해 호스의 반란군 기지마저 탄로나게 되고, 일행은 필사적으로 호스를 탈출해 다시 정처없는 피난길에 오른다. 반란군의 피난길에 함께 오르던 루크는 포스의 영이 된 오비완으로부터 제다이 마스터 요다를 찾아가라는 메시지를 받고 요다가 있는 정글 행성 대고바로 향한다. 루크는 요다를 만나 제다이가 되기 위한 훈련을 시작하고 솔로 일행은 제국군을 따돌리기 위해 옛 친구 랜도를 찾아가는데...",1997-04-26,"[12, 28, 878]",1891,The Empire Strikes Back,en,스타워즈 에피소드 5: 제국의 역습,/aJCtkxLLzkk1pECehVjKHA2lBgw.jpg,25.648,14747,False,8.4
26,/7uCvKNKKLRqYYyHIRpphi3yUE6Z.jpg,False,"호빗이라 불리우는 난장이 종족 중의 한 명인 프로도는 자신의 삼촌에게서 우연히 절대 반지를 물려받게 되고, 마법사 간달프를 통해서 절대반지가 사우론의 손에 들어가면 악의 세력이 세상을 지배하게 된다는 것을 알게 된다. 하지만 절대반지를 영원히 파괴할 수 있는 유일한 방법은 반지가 만들어진 불의 산의 용암에 그것을 던져 넣는 길 뿐이다. 마침내 프로도와 그의 친구들, 엘프족인 레골라스, 난장이족 김리, 두명의 인간 전사 아라곤과 보로미르, 그리고 마법사 간달프로 구성된 반지 원정대가 길고도 험난한 여정을 떠나게 되는데...",2001-12-31,"[12, 14, 28]",120,The Lord of the Rings: The Fellowship of the Ring,en,반지의 제왕: 반지 원정대,/gU84vBGG2x8K3x1zrz4SggiN5hr.jpg,132.549,21790,False,8.4
27,/vIWonMqeYRmY95OEk06NvTC1h8N.jpg,False,"네르프에 있는 마기가 미국, 프랑스 등지의 마기 5대의 파상공격으로 인해 해킹을 당하고 있었다. 그러나 슈퍼인공지능 컴퓨터도 그 파상공격을 당해내지는 못하는 상황. 결국 감금되어 있던 리츠코 박사를 다시 부르게 된다. 그는 처음에는 자신을 감금한 것에 대해 불만을 표시하지만, 결국 겐도우의 명령에 따르고 예전 사도에게 사용한 캐스퍼의 방법인 마지막 로직 코드를 변경하여 완전 몰아내기로 간신히 마기를 복구한다. 그리고 666프로텍트와 B다낭형 방벽을 세워 62시간은 막을 수 있게 조치하는데...",1997-07-19,"[18, 16, 878, 28]",18491,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,ja,신세기 에반게리온 엔드 오브 에반게리온,/hyaLMOol8xju70zr5glK6JaprER.jpg,38.186,1174,False,8.4
28,/zDNAeWU0PxKolEX1D8Vn1qWhGjH.jpg,False,"세계 각국의 정부와 경제가 완전히 붕괴된 미래가 다가온다. 지난 20세기에 범한 잘못이 전 세계적인 식량 부족을 불러왔고, NASA도 해체되었다. 나사 소속 우주비행사였던 쿠퍼는 지구에 몰아친 식량난으로 옥수수나 키우며 살고 있다. 거센 황사가 몰아친 어느 날 알 수 없는 힘에 이끌려 딸과 함께 도착한 곳은 인류가 이주할 행성을 찾는 나사의 비밀본부. 이 때 시공간에 불가사의한 틈이 열리고, 이 곳을 탐험해 인류를 구해야 하는 임무를 위해 쿠퍼는 만류하는 딸을 뒤로한 채 우주선에 탑승하는데...",2014-11-06,"[12, 18, 878]",157336,Interstellar,en,인터스텔라,/rAiYTfKGqDCRIIqo664sY9XZIvQ.jpg,203.13,29790,False,8.4
29,/t7L2YDpu635qKT3ehqZxry4yvTX.jpg,False,"1939년 폴란드 바르샤바, 유명한 유대계 피아니스트 블라디슬로프 스필만은 한 인기 라디오 프로그램에서 쇼팽의 야상곡을 연주하다 폭격을 당한다. 이후 유태인인 스필만과 가족들은 게토에서 생활하지만, 결국 수용소로 향하는 기차에 몸을 싣게 된다. 가족들을 죽음으로 내보내고 간신히 목숨을 구한 스필만은 허기와 추위, 고독과 공포 속에서 마지막까지 생존해 나간다. 자신을 도와주던 몇몇의 사람마저 떠나고, 자신만의 은신처에서 끈질기게 생존을 유지하는 스필만. 어둠과 추위로 가득한 폐건물 속에서 은신생활 중 스필만은 우연찮게 순찰을 돌던 독일 장교에게 발각되는데...",2003-01-01,"[18, 10752]",423,The Pianist,en,피아니스트,/dVr11o9or7AS8AMPfwjSpEU83iU.jpg,32.585,7631,False,8.4
30,/fz6osxiG7BWqnLoNgAlekpgSthf.jpg,False,"최고의 드러머가 되기 위해서라면 무엇이든 할 각오가 되어있는 음악대학 신입생 앤드류는 아무도 없는 지하실에서 혼자 드럼을 연습하던 중 우연한 기회로 누구든지 성공으로 이끄는 최고의 실력자이지만, 또한 동시에 최악의 폭군인 플렛처 교수에게 발탁되어 그의 밴드에 들어가게 된다. 설레는 마음으로 참가한 첫 연습에서, 그는 플렛처 교수의 진짜 얼굴을 마주치게 된다. 폭언과 학대 속에 좌절과 성취를 동시에 안겨주는 플렛처의 지독한 교육방식은 천재가 되길 갈망하는 앤드류의 집착을 끌어내며 그를 점점 광기로 몰아넣는데...",2015-03-12,"[18, 10402]",244786,Whiplash,en,위플래쉬,/fRGxZuo7jJUWQsVg9PREb98Aclp.jpg,61.081,12735,False,8.4
